chapix_dev,verseix_dev,stanza1_dev,stanza2_dev,speaker_dev,chapix_itrans,verseix_itrans,stanza1_itrans,stanza2_itrans,stanza1_slp1,stanza2_slp1
 २,२०,न जायते म्रियते वा कदाचिन् नायं भूत्वा भविता वा न भूयः,अजो नित्यः शाश्वतोऽयं पुराणो न हन्यते हन्यमाने शरीरे,श्रीभगवानुवाच,2,20,na jAyate mriyate vA kadAchin nAyaM bhUtvA bhavitA vA na bhUyaH,ajo nityaH shAshvato.ayaM purANo na hanyate hanyamAne sharIre,na jAyate mriyate vA kadAcin nAyaM BUtvA BavitA vA na BUyaH,ajo nityaH SASvato'yaM purARo na hanyate hanyamAne SarIre
 २,२१,वेदाविनाशिनं नित्यं य एनमजमव्ययम्,कथं स पुरुषः पार्थ कं घातयति हन्ति कम्,श्रीभगवानुवाच,2,21,vedAvinAshinaM nityaM ya enamajamavyayam,kathaM sa puruShaH pArtha kaM ghAtayati hanti kam,vedAvinASinaM nityaM ya enamajamavyayam,kaTaM sa puruzaH pArTa kaM GAtayati hanti kam
 २,२२,वासांसि जीर्णानि यथा विहाय नवानि गृह्णाति नरोऽपराणि,तथा शरीराणि विहाय जीर्णान्यन्यानि संयाति नवानि देही,श्रीभगवानुवाच,2,22,vAsAMsi jIrNAni yathA vihAya navAni gRRihNAti naro.aparANi,tathA sharIrANi vihAya jIrNAnyanyAni saMyAti navAni dehI,vAsAMsi jIrRAni yaTA vihAya navAni gfhRAti naro'parARi,taTA SarIrARi vihAya jIrRAnyanyAni saMyAti navAni dehI
 २,२३,नैनं छिन्दन्ति शस्त्राणि नैनं दहति पावकः,न चैनं क्लेदयन्त्यापो न शोषयति मारुतः,श्रीभगवानुवाच,2,23,nainaM Chindanti shastrANi nainaM dahati pAvakaH,na chainaM kledayantyApo na shoShayati mArutaH,nEnaM Cindanti SastrARi nEnaM dahati pAvakaH,na cEnaM kledayantyApo na Sozayati mArutaH
 २,२४,अच्छेद्योऽयमदाह्योऽयमक्लेद्योऽशोष्य एव च,नित्यः सर्वगतः स्थाणुरचलोऽयं सनातनः,श्रीभगवानुवाच,2,24,achChedyo.ayamadAhyo.ayamakledyo.ashoShya eva cha,nityaH sarvagataH sthANurachalo.ayaM sanAtanaH,acCedyo'yamadAhyo'yamakledyo'Sozya eva ca,nityaH sarvagataH sTARuracalo'yaM sanAtanaH
 २,२५,अव्यक्तोऽयमचिन्त्योऽयमविकार्योऽयमुच्यते,तस्मादेवं विदित्वैनं नानुशोचितुमर्हसि,श्रीभगवानुवाच,2,25,avyakto.ayamachintyo.ayamavikAryo.ayamuchyate,tasmAdevaM viditvainaM nAnushochitumarhasi,avyakto'yamacintyo'yamavikAryo'yamucyate,tasmAdevaM viditvEnaM nAnuSocitumarhasi
 २,२६,अथ चैनं नित्यजातं नित्यं वा मन्यसे मृतम्,तथापि त्वं महाबाहो नैवं शोचितुमर्हसि,श्रीभगवानुवाच,2,26,atha chainaM nityajAtaM nityaM vA manyase mRRitam,tathApi tvaM mahAbAho naivaM shochitumarhasi,aTa cEnaM nityajAtaM nityaM vA manyase mftam,taTApi tvaM mahAbAho nEvaM Socitumarhasi
 २,२७,जातस्य हि ध्रुवो मृत्युर्ध्रुवं जन्म मृतस्य च,तस्मादपरिहार्येऽर्थे न त्वं शोचितुमर्हसि,श्रीभगवानुवाच,2,27,jAtasya hi dhruvo mRRityurdhruvaM janma mRRitasya cha,tasmAdaparihArye.arthe na tvaM shochitumarhasi,jAtasya hi Druvo mftyurDruvaM janma mftasya ca,tasmAdaparihArye'rTe na tvaM Socitumarhasi
 २,२८,अव्यक्तादीनि भूतानि व्यक्तमध्यानि भारत,अव्यक्तनिधनान्येव तत्र का परिदेवना,श्रीभगवानुवाच,2,28,avyaktAdIni bhUtAni vyaktamadhyAni bhArata,avyaktanidhanAnyeva tatra kA paridevanA,avyaktAdIni BUtAni vyaktamaDyAni BArata,avyaktaniDanAnyeva tatra kA paridevanA
 २,२९,आश्चर्यवत्पश्यति कश्चिदेनमाश्चर्यवद्वदति तथैव चान्यः,आश्चर्यवच्चैनमन्यः शृणोति श्रुत्वाप्येनं वेद न चैव कश्चित्,श्रीभगवानुवाच,2,29,Ashcharyavatpashyati kashchidenamAshcharyavadvadati tathaiva chAnyaH,AshcharyavachchainamanyaH shRRiNoti shrutvApyenaM veda na chaiva kashchit,AScaryavatpaSyati kaScidenamAScaryavadvadati taTEva cAnyaH,AScaryavaccEnamanyaH SfRoti SrutvApyenaM veda na cEva kaScit
 २,३०,देही नित्यमवध्योऽयं देहे सर्वस्य भारत,तस्मात्सर्वाणि भूतानि न त्वं शोचितुमर्हसि,श्रीभगवानुवाच,2,30,dehI nityamavadhyo.ayaM dehe sarvasya bhArata,tasmAtsarvANi bhUtAni na tvaM shochitumarhasi,dehI nityamavaDyo'yaM dehe sarvasya BArata,tasmAtsarvARi BUtAni na tvaM Socitumarhasi
 २,३१,स्वधर्ममपि चावेक्ष्य न विकम्पितुमर्हसि,धर्म्याद्धि युद्धाच्छ्रेयोऽन्यत्क्षत्रियस्य न विद्यते,श्रीभगवानुवाच,2,31,svadharmamapi chAvekShya na vikampitumarhasi,dharmyAddhi yuddhAchChreyo.anyatkShatriyasya na vidyate,svaDarmamapi cAvekzya na vikampitumarhasi,DarmyAdDi yudDAcCreyo'nyatkzatriyasya na vidyate
 २,३२,यदृच्छया चोपपन्नं स्वर्गद्वारमपावृतम्,सुखिनः क्षत्रियाः पार्थ लभन्ते युद्धमीदृशम्,श्रीभगवानुवाच,2,32,yadRRichChayA chopapannaM svargadvAramapAvRRitam,sukhinaH kShatriyAH pArtha labhante yuddhamIdRRisham,yadfcCayA copapannaM svargadvAramapAvftam,suKinaH kzatriyAH pArTa laBante yudDamIdfSam
 २,३३,अथ चेत्त्वमिमं धर्म्यं सङ्ग्रामं न करिष्यसि,ततः स्वधर्मं कीर्तिं च हित्वा पापमवाप्स्यसि,श्रीभगवानुवाच,2,33,atha chettvamimaM dharmyaM sa~NgrAmaM na kariShyasi,tataH svadharmaM kIrtiM cha hitvA pApamavApsyasi,aTa cettvamimaM DarmyaM saNgrAmaM na karizyasi,tataH svaDarmaM kIrtiM ca hitvA pApamavApsyasi
 २,३४,अकीर्तिं चापि भूतानि कथयिष्यन्ति तेऽव्ययाम्,सम्भावितस्य चाकीर्तिर्मरणादतिरिच्यते,श्रीभगवानुवाच,2,34,akIrtiM chApi bhUtAni kathayiShyanti te.avyayAm,sambhAvitasya chAkIrtirmaraNAdatirichyate,akIrtiM cApi BUtAni kaTayizyanti te'vyayAm,samBAvitasya cAkIrtirmaraRAdatiricyate
 २,३५,भयाद्रणादुपरतं मंस्यन्ते त्वां महारथाः,येषां च त्वं बहुमतो भूत्वा यास्यसि लाघवम्,श्रीभगवानुवाच,2,35,bhayAdraNAduparataM maMsyante tvAM mahArathAH,yeShAM cha tvaM bahumato bhUtvA yAsyasi lAghavam,BayAdraRAduparataM maMsyante tvAM mahAraTAH,yezAM ca tvaM bahumato BUtvA yAsyasi lAGavam
 २,३६,अवाच्यवादांश्च बहून्वदिष्यन्ति तवाहिताः,निन्दन्तस्तव सामर्थ्यं ततो दुःखतरं नु किम्,श्रीभगवानुवाच,2,36,avAchyavAdAMshcha bahUnvadiShyanti tavAhitAH,nindantastava sAmarthyaM tato duHkhataraM nu kim,avAcyavAdAMSca bahUnvadizyanti tavAhitAH,nindantastava sAmarTyaM tato duHKataraM nu kim
 २,३७,हतो वा प्राप्स्यसि स्वर्गं जित्वा वा भोक्ष्यसे महीम्,तस्मादुत्तिष्ठ कौन्तेय युद्धाय कृतनिश्चयः,श्रीभगवानुवाच,2,37,hato vA prApsyasi svargaM jitvA vA bhokShyase mahIm,tasmAduttiShTha kaunteya yuddhAya kRRitanishchayaH,hato vA prApsyasi svargaM jitvA vA Bokzyase mahIm,tasmAduttizWa kOnteya yudDAya kftaniScayaH
 २,३८,सुखदुःखे समे कृत्वा लाभालाभौ जयाजयौ,ततो युद्धाय युज्यस्व नैवं पापमवाप्स्यसि,श्रीभगवानुवाच,2,38,sukhaduHkhe same kRRitvA lAbhAlAbhau jayAjayau,tato yuddhAya yujyasva naivaM pApamavApsyasi,suKaduHKe same kftvA lABAlABO jayAjayO,tato yudDAya yujyasva nEvaM pApamavApsyasi
 २,३९,एषा तेऽभिहिता साङ्ख्ये बुद्धिर्योगे त्विमां शृणु,बुद्ध्या युक्तो यया पार्थ कर्मबन्धं प्रहास्यसि,श्रीभगवानुवाच,2,39,eShA te.abhihitA sA~Nkhye buddhiryoge tvimAM shRRiNu,buddhyA yukto yayA pArtha karmabandhaM prahAsyasi,ezA te'BihitA sANKye budDiryoge tvimAM SfRu,budDyA yukto yayA pArTa karmabanDaM prahAsyasi
 २,४०,नेहाभिक्रमनाशोऽस्ति प्रत्यवायो न विद्यते,स्वल्पमप्यस्य धर्मस्य त्रायते महतो भयात्,श्रीभगवानुवाच,2,40,nehAbhikramanAsho.asti pratyavAyo na vidyate,svalpamapyasya dharmasya trAyate mahato bhayAt,nehABikramanASo'sti pratyavAyo na vidyate,svalpamapyasya Darmasya trAyate mahato BayAt
 २,४१,व्यवसायात्मिका बुद्धिरेकेह कुरुनन्दन,बहुशाखा ह्यनन्ताश्च बुद्धयोऽव्यवसायिनाम्,श्रीभगवानुवाच,2,41,vyavasAyAtmikA buddhirekeha kurunandana,bahushAkhA hyanantAshcha buddhayo.avyavasAyinAm,vyavasAyAtmikA budDirekeha kurunandana,bahuSAKA hyanantASca budDayo'vyavasAyinAm
 २,४२,यामिमां पुष्पितां वाचं प्रवदन्त्यविपश्चितः,वेदवादरताः पार्थ नान्यदस्तीति वादिनः,श्रीभगवानुवाच,2,42,yAmimAM puShpitAM vAchaM pravadantyavipashchitaH,vedavAdaratAH pArtha nAnyadastIti vAdinaH,yAmimAM puzpitAM vAcaM pravadantyavipaScitaH,vedavAdaratAH pArTa nAnyadastIti vAdinaH
 २,४३,कामात्मानः स्वर्गपरा जन्मकर्मफलप्रदाम्,क्रियाविशेषबहुलां भोगैश्वर्यगतिं प्रति,श्रीभगवानुवाच,2,43,kAmAtmAnaH svargaparA janmakarmaphalapradAm,kriyAvisheShabahulAM bhogaishvaryagatiM prati,kAmAtmAnaH svargaparA janmakarmaPalapradAm,kriyAviSezabahulAM BogESvaryagatiM prati
 २,४४,भोगैश्वर्यप्रसक्तानां तयापहृतचेतसाम्,व्यवसायात्मिका बुद्धिः समाधौ न विधीयते,श्रीभगवानुवाच,2,44,bhogaishvaryaprasaktAnAM tayApahRRitachetasAm,vyavasAyAtmikA buddhiH samAdhau na vidhIyate,BogESvaryaprasaktAnAM tayApahftacetasAm,vyavasAyAtmikA budDiH samADO na viDIyate
 २,४५,त्रैगुण्यविषया वेदा निस्त्रैगुण्यो भवार्जुन,निर्द्वन्द्वो नित्यसत्त्वस्थो निर्योगक्षेम आत्मवान्,श्रीभगवानुवाच,2,45,traiguNyaviShayA vedA nistraiguNyo bhavArjuna,nirdvandvo nityasattvastho niryogakShema AtmavAn,trEguRyavizayA vedA nistrEguRyo BavArjuna,nirdvandvo nityasattvasTo niryogakzema AtmavAn
 २,४६,यावानर्थ उदपाने सर्वतः सम्प्लुतोदके,तावान्सर्वेषु वेदेषु ब्राह्मणस्य विजानतः,श्रीभगवानुवाच,2,46,yAvAnartha udapAne sarvataH samplutodake,tAvAnsarveShu vedeShu brAhmaNasya vijAnataH,yAvAnarTa udapAne sarvataH samplutodake,tAvAnsarvezu vedezu brAhmaRasya vijAnataH
 २,४७,कर्मण्येवाधिकारस्ते मा फलेषु कदाचन,मा कर्मफलहेतुर्भूर्मा ते सङ्गोऽस्त्वकर्मणि,श्रीभगवानुवाच,2,47,karmaNyevAdhikAraste mA phaleShu kadAchana,mA karmaphalaheturbhUrmA te sa~Ngo.astvakarmaNi,karmaRyevADikAraste mA Palezu kadAcana,mA karmaPalaheturBUrmA te saNgo'stvakarmaRi
 २,४८,योगस्थः कुरु कर्माणि सङ्गं त्यक्त्वा धनञ्जय,सिद्ध्यसिद्ध्योः समो भूत्वा समत्वं योग उच्यते,श्रीभगवानुवाच,2,48,yogasthaH kuru karmANi sa~NgaM tyaktvA dhana~njaya,siddhyasiddhyoH samo bhUtvA samatvaM yoga uchyate,yogasTaH kuru karmARi saNgaM tyaktvA DanaYjaya,sidDyasidDyoH samo BUtvA samatvaM yoga ucyate
 २,४९,दूरेण ह्यवरं कर्म बुद्धियोगाद्धनञ्जय,बुद्धौ शरणमन्विच्छ कृपणाः फलहेतवः,श्रीभगवानुवाच,2,49,dUreNa hyavaraM karma buddhiyogAddhana~njaya,buddhau sharaNamanvichCha kRRipaNAH phalahetavaH,dUreRa hyavaraM karma budDiyogAdDanaYjaya,budDO SaraRamanvicCa kfpaRAH PalahetavaH
 २,५०,बुद्धियुक्तो जहातीह उभे सुकृतदुष्कृते,तस्माद्योगाय युज्यस्व योगः कर्मसु कौशलम्,श्रीभगवानुवाच,2,50,buddhiyukto jahAtIha ubhe sukRRitaduShkRRite,tasmAdyogAya yujyasva yogaH karmasu kaushalam,budDiyukto jahAtIha uBe sukftaduzkfte,tasmAdyogAya yujyasva yogaH karmasu kOSalam
